rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
778	OXCT2	3-oxoacid CoA transferase 2	676291	5	4	3	0	3	0	0	1	1	0	0.0333	0.321	0.562	0.0921	0.352	0.0638	1.000
779	TRAFD1	TRAF-type zinc finger domain containing 1	1732476	7	7	7	0	0	2	0	4	1	0	0.0421	0.193	0.646	0.0879	0.278	0.0638	1.000
780	LTA	lymphotoxin alpha (TNF superfamily, member 1)	438833	2	2	2	0	0	1	0	1	0	0	0.179	0.530	0.917	0.0539	0.0655	0.0640	1.000
781	JAK2	Janus kinase 2 (a protein tyrosine kinase)	3372350	7	7	7	0	1	1	1	1	3	0	0.223	0.285	0.0300	0.963	0.0529	0.0642	1.000
782	FIGF	c-fos induced growth factor (vascular endothelial growth factor D)	1067465	3	3	3	0	0	2	1	0	0	0	0.463	0.539	0.00785	0.471	0.0255	0.0643	1.000
783	KCNK13	potassium channel, subfamily K, member 13	792746	5	5	5	0	0	2	1	0	2	0	0.0118	0.231	0.922	0.884	1.000	0.0644	1.000
784	FXYD3	FXYD domain containing ion transport regulator 3	603592	3	3	3	0	1	0	0	1	1	0	0.0329	0.382	0.843	0.0659	0.363	0.0648	1.000
785	PRB1	proline-rich protein BstNI subfamily 1	662532	3	3	2	0	0	1	0	0	2	0	0.113	0.879	0.321	0.0396	0.105	0.0648	1.000
786	MAGEE2	melanoma antigen family E, 2	1497544	7	7	7	1	1	4	2	0	0	0	0.0207	0.380	0.411	0.945	0.577	0.0649	1.000
787	KRTAP20-3	keratin associated protein 20-3	117177	1	1	1	1	0	0	0	1	0	0	0.0650	0.952	NaN	NaN	NaN	0.0650	1.000
788	KRTAP6-1	keratin associated protein 6-1	214940	2	2	2	1	0	1	1	0	0	0	0.0176	0.892	0.940	0.413	0.683	0.0651	1.000
789	SLC24A1	solute carrier family 24 (sodium/potassium/calcium exchanger), member 1	1373901	6	6	6	1	1	1	0	3	1	0	0.0654	0.567	NaN	NaN	NaN	0.0654	1.000
790	MAP3K8	mitogen-activated protein kinase kinase kinase 8	1393228	4	4	4	0	0	1	2	0	1	0	0.109	0.493	0.432	0.0220	0.111	0.0654	1.000
791	EXOC6	exocyst complex component 6	2431488	10	8	9	1	1	4	0	1	4	0	0.0498	0.558	0.141	0.475	0.243	0.0655	1.000
792	TMED2	transmembrane emp24 domain trafficking protein 2	578186	3	3	3	0	2	0	0	1	0	0	0.0324	0.384	0.811	0.0584	0.374	0.0657	1.000
793	SNX3	sorting nexin 3	464341	3	3	3	0	1	0	0	1	1	0	0.0420	0.383	0.137	0.910	0.289	0.0657	1.000
794	SYT2	synaptotagmin II	1260771	5	5	5	1	0	4	0	1	0	0	0.140	0.505	0.324	0.0331	0.0874	0.0660	1.000
795	TMSB15A	thymosin beta 15a	142387	2	2	2	0	0	0	0	1	1	0	0.0158	0.801	0.353	0.837	0.770	0.0660	1.000
796	AHNAK	AHNAK nucleoprotein	17313427	34	19	34	19	2	12	2	17	1	0	1.000	0.993	0.116	0.00939	0.0122	0.0660	1.000
797	ZNF99	zinc finger protein 99	3024067	7	7	7	0	0	2	3	1	1	0	0.125	0.289	0.0475	0.467	0.0976	0.0660	1.000
798	HDDC2	HD domain containing 2	541255	4	4	4	0	0	1	0	3	0	0	0.0122	0.366	0.859	0.764	1.000	0.0661	1.000
799	TMEM209	transmembrane protein 209	1693624	5	4	5	0	0	1	1	3	0	0	0.243	0.298	0.0741	0.0585	0.0505	0.0662	1.000
800	ELOVL6	ELOVL family member 6, elongation of long chain fatty acids (FEN1/Elo2, SUR4/Elo3-like, yeast)	787508	4	4	4	0	1	1	2	0	0	0	0.0453	0.303	0.917	0.0713	0.271	0.0662	1.000
801	PTPN22	protein tyrosine phosphatase, non-receptor type 22 (lymphoid)	2446614	11	10	11	1	1	6	1	1	2	0	0.0123	0.471	0.854	0.744	1.000	0.0663	1.000
802	FNIP1	folliculin interacting protein 1	3384914	4	4	4	0	1	0	1	1	1	0	0.759	0.495	0.0279	0.0447	0.0162	0.0665	1.000
803	HIST3H3	histone cluster 3, H3	397024	3	3	3	0	2	1	0	0	0	0	0.0659	0.329	0.362	0.0582	0.187	0.0666	1.000
804	ELN	elastin (supravalvular aortic stenosis, Williams-Beuren syndrome)	2153769	7	7	7	1	0	0	4	2	1	0	0.0433	0.348	0.249	0.402	0.287	0.0669	1.000
805	ZNF582	zinc finger protein 582	1531766	5	5	4	0	0	1	3	1	0	0	0.133	0.373	0.0335	0.634	0.0933	0.0669	1.000
806	MPV17L	MPV17 mitochondrial membrane protein-like	293939	2	2	2	1	0	1	1	0	0	0	0.0429	0.935	0.193	0.267	0.289	0.0670	1.000
807	ELTD1	EGF, latrophilin and seven transmembrane domain containing 1	2066969	10	10	10	2	0	4	3	1	2	0	0.0655	0.579	0.600	0.0530	0.190	0.0670	1.000
808	FBXO11	F-box protein 11	2658748	5	5	5	0	0	1	1	1	2	0	0.243	0.504	0.0430	0.838	0.0512	0.0672	1.000
809	XPO1	exportin 1 (CRM1 homolog, yeast)	3229115	15	11	14	2	5	6	2	1	1	0	0.0526	0.290	0.121	0.755	0.237	0.0672	1.000
810	SSC5D	scavenger receptor cysteine rich domain containing (5 domains)	2953912	14	10	14	1	2	4	3	3	2	0	0.0907	0.100	0.0593	0.970	0.138	0.0673	1.000
811	CSNK1A1L	casein kinase 1, alpha 1-like	994563	4	4	4	1	1	1	1	1	0	0	0.0748	0.672	0.297	0.0256	0.168	0.0676	1.000
812	KRT19	keratin 19	994045	6	6	6	0	2	2	0	0	2	0	0.0252	0.175	0.600	0.245	0.500	0.0677	1.000
813	PCYT1B	phosphate cytidylyltransferase 1, choline, beta	1213004	6	6	6	0	0	3	1	2	0	0	0.0282	0.259	0.355	0.327	0.447	0.0677	1.000
814	GAGE10	G antigen 10	227104	1	1	1	0	0	1	0	0	0	0	0.0677	0.912	NaN	NaN	NaN	0.0677	1.000
815	CCDC69	coiled-coil domain containing 69	866868	4	4	4	0	1	0	0	0	3	0	0.0347	0.356	0.283	0.191	0.365	0.0681	1.000
816	FAAH	fatty acid amide hydrolase	1454369	6	6	6	1	0	2	1	2	1	0	0.0370	0.493	0.401	0.291	0.343	0.0681	1.000
817	TTC38	tetratricopeptide repeat domain 38	1207289	6	6	6	0	1	1	2	1	1	0	0.0152	0.230	0.668	0.896	0.840	0.0684	1.000
818	KRTAP15-1	keratin associated protein 15-1	408386	4	3	4	1	0	0	1	3	0	0	0.0251	0.669	0.317	0.840	0.510	0.0685	1.000
819	KIAA0226	KIAA0226	2813157	7	7	7	1	1	5	0	1	0	0	0.356	0.384	0.166	0.0289	0.0360	0.0686	1.000
820	ZNF701	zinc finger protein 701	1442592	5	5	5	0	1	2	1	0	1	0	0.0471	0.436	0.744	0.0646	0.272	0.0686	1.000
821	TYRP1	tyrosinase-related protein 1	1595030	7	7	5	3	0	0	1	2	4	0	0.137	0.952	0.0592	0.381	0.0939	0.0687	1.000
822	HKR1	GLI-Kruppel family member HKR1	1945912	8	6	8	1	0	4	1	0	3	0	0.124	0.361	0.286	0.0643	0.104	0.0688	1.000
823	TGFB1	transforming growth factor, beta 1	752994	2	2	2	0	1	0	0	0	1	0	0.257	0.730	0.584	0.0398	0.0499	0.0688	1.000
824	SDC1	syndecan 1	798177	3	3	2	1	0	0	0	0	3	0	0.0995	0.939	0.0187	0.885	0.129	0.0688	1.000
825	EFNA3	ephrin-A3	458755	3	3	3	0	0	1	2	0	0	0	0.0708	0.318	0.0520	0.811	0.182	0.0691	1.000
826	TRIM67	tripartite motif-containing 67	1528041	6	6	6	1	1	1	2	0	2	0	0.0565	0.363	0.169	0.437	0.229	0.0691	1.000
827	CCDC3	coiled-coil domain containing 3	421704	4	4	4	1	1	0	2	0	1	0	0.0129	0.538	0.987	0.571	1.000	0.0692	1.000
828	ARMC4	armadillo repeat containing 4	3123684	6	6	6	2	0	2	1	0	3	0	0.891	0.801	0.00546	0.903	0.0145	0.0693	1.000
829	PHF12	PHD finger protein 12	2973407	8	8	8	1	0	3	1	2	2	0	0.215	0.352	0.0395	0.946	0.0604	0.0694	1.000
830	PELP1	proline, glutamate and leucine rich protein 1	2726297	6	6	6	1	0	1	2	3	0	0	0.624	0.472	0.00891	0.341	0.0208	0.0694	1.000
831	AMBN	ameloblastin (enamel matrix protein)	1356295	8	7	8	1	0	2	2	3	1	0	0.0230	0.343	0.359	0.755	0.566	0.0695	1.000
832	IL1RN	interleukin 1 receptor antagonist	607633	2	2	2	0	0	1	1	0	0	0	0.157	0.571	0.0282	0.315	0.0830	0.0696	1.000
833	INVS	inversin	3065077	3	3	3	1	0	1	1	0	1	0	0.908	0.831	0.0125	0.958	0.0144	0.0697	1.000
834	SLC6A13	solute carrier family 6 (neurotransmitter transporter, GABA), member 13	1768622	3	3	3	4	1	0	1	1	0	0	1.000	0.985	0.108	0.00509	0.0131	0.0697	1.000
835	RAB6A	RAB6A, member RAS oncogene family	735590	4	3	4	0	0	2	2	0	0	0	0.127	0.485	0.0669	0.550	0.103	0.0698	1.000
836	PSMA3	proteasome (prosome, macropain) subunit, alpha type, 3	790936	4	4	4	1	0	2	0	1	1	0	0.0296	0.767	0.605	0.198	0.443	0.0698	1.000
837	USP45	ubiquitin specific peptidase 45	2441050	7	7	7	1	0	4	1	1	1	0	0.199	0.685	0.664	0.0147	0.0660	0.0699	1.000
838	CNBD1	cyclic nucleotide binding domain containing 1	1315129	6	6	6	1	0	1	1	3	1	0	0.0131	0.548	0.801	0.644	1.000	0.0699	1.000
839	SELP	selectin P (granule membrane protein 140kDa, antigen CD62)	2490813	10	9	10	1	3	2	4	1	0	0	0.0151	0.266	0.840	0.467	0.869	0.0699	1.000
840	PDZRN3	PDZ domain containing RING finger 3	2338829	7	7	7	1	2	3	0	2	0	0	0.107	0.414	0.789	0.0242	0.122	0.0700	1.000
841	PDYN	prodynorphin	730152	3	3	3	1	0	1	1	1	0	0	0.119	0.755	0.0938	0.208	0.110	0.0700	1.000
842	ZAR1	zygote arrest 1	316145	2	2	2	0	1	0	1	0	0	0	0.0971	0.664	0.665	0.132	0.136	0.0702	1.000
843	GALNT11	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 11 (GalNAc-T11)	1820053	5	5	5	1	1	1	2	0	1	0	0.102	0.600	0.0645	0.821	0.129	0.0703	1.000
844	EIF2AK1	eukaryotic translation initiation factor 2-alpha kinase 1	1800122	5	5	5	1	0	1	1	2	1	0	0.157	0.630	0.0389	0.583	0.0844	0.0706	1.000
845	CD69	CD69 molecule	605171	2	2	2	1	0	1	0	0	1	0	0.119	0.911	0.507	0.106	0.112	0.0706	1.000
846	TNNT3	troponin T type 3 (skeletal, fast)	738466	3	3	3	0	1	0	0	0	2	0	0.0865	0.609	0.0974	0.601	0.154	0.0710	1.000
847	ASF1A	ASF1 anti-silencing function 1 homolog A (S. cerevisiae)	505727	3	3	3	0	0	1	0	0	2	0	0.0197	0.913	0.449	0.516	0.680	0.0711	1.000
848	PCP2	Purkinje cell protein 2	356750	2	2	2	0	1	0	0	0	1	0	0.0960	0.516	0.0883	0.283	0.140	0.0712	1.000
849	MGST3	microsomal glutathione S-transferase 3	467214	2	2	1	0	0	0	0	2	0	0	0.0714	0.588	NaN	NaN	NaN	0.0714	1.000
850	ESR2	estrogen receptor 2 (ER beta)	1577254	4	3	4	1	3	1	0	0	0	0	0.602	0.612	0.136	0.00858	0.0224	0.0714	1.000
851	GRID2	glutamate receptor, ionotropic, delta 2	3008367	10	10	10	0	5	3	1	1	0	0	0.0608	0.0669	0.150	0.730	0.222	0.0715	1.000
852	ABCG4	ATP-binding cassette, sub-family G (WHITE), member 4	1889556	7	6	6	3	0	1	0	5	1	0	0.479	0.854	0.0161	0.337	0.0282	0.0716	1.000
853	CD1B	CD1b molecule	1001635	5	5	5	0	0	4	1	0	0	0	0.0189	0.232	0.904	0.376	0.715	0.0716	1.000
854	HNRNPA2B1	heterogeneous nuclear ribonucleoprotein A2/B1	1075608	7	7	7	0	1	3	0	2	1	0	0.0136	0.279	0.960	0.426	1.000	0.0719	1.000
855	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group)	1113971	3	3	3	0	1	0	0	0	2	0	0.211	0.657	0.0276	0.928	0.0643	0.0720	1.000
856	SLC30A7	solute carrier family 30 (zinc transporter), member 7	1145394	2	2	2	0	0	1	1	0	0	0	0.507	0.686	0.0268	0.133	0.0268	0.0721	1.000
857	SYCP1	synaptonemal complex protein 1	2933771	7	7	6	1	0	4	1	1	1	0	0.163	0.719	0.0723	0.425	0.0838	0.0722	1.000
858	TCF12	transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)	2206764	9	9	9	1	0	2	2	2	3	0	0.0241	0.510	0.958	0.185	0.566	0.0722	1.000
859	DUSP10	dual specificity phosphatase 10	1421585	9	8	9	1	0	1	0	6	2	0	0.0136	0.526	0.857	0.812	1.000	0.0722	1.000
860	PPP2R3C	protein phosphatase 2 (formerly 2A), regulatory subunit B'', gamma	1375812	7	6	7	0	0	3	1	2	1	0	0.0334	0.266	0.264	0.647	0.408	0.0723	1.000
861	LRWD1	leucine-rich repeats and WD repeat domain containing 1	1461289	3	3	3	0	0	1	1	0	1	0	0.714	0.445	0.0588	0.0694	0.0191	0.0723	1.000
862	CDK11B	cyclin-dependent kinase 11B	783751	5	5	5	0	0	3	1	0	1	0	0.0344	0.360	0.466	0.192	0.398	0.0724	1.000
863	DPCR1	diffuse panbronchiolitis critical region 1	3663501	6	6	6	1	1	1	1	3	0	0	0.687	0.419	0.325	0.00881	0.0199	0.0724	1.000
864	ARHGEF5	Rho guanine nucleotide exchange factor (GEF) 5	2258882	10	10	8	1	2	1	1	4	2	0	0.0194	0.246	0.573	0.517	0.705	0.0724	1.000
865	PCBP2	poly(rC) binding protein 2	1127512	4	4	4	1	0	0	1	1	2	0	0.144	0.790	0.182	0.0585	0.0952	0.0724	1.000
866	HSD11B2	hydroxysteroid (11-beta) dehydrogenase 2	691702	2	2	2	0	0	1	0	0	1	0	0.157	0.693	0.138	0.0425	0.0873	0.0725	1.000
867	HIF3A	hypoxia inducible factor 3, alpha subunit	1588923	6	6	6	1	3	2	1	0	0	0	0.0704	0.375	0.115	0.439	0.195	0.0725	1.000
868	SEC14L5	SEC14-like 5 (S. cerevisiae)	1792038	7	7	6	1	1	0	2	0	4	0	0.0260	0.531	0.326	0.548	0.528	0.0727	1.000
869	ZNF511	zinc finger protein 511	488333	2	2	2	0	1	0	0	0	1	0	0.0729	0.694	NaN	NaN	NaN	0.0729	1.000
870	PGS1	phosphatidylglycerophosphate synthase 1	1472658	2	2	2	1	0	1	0	0	1	0	0.491	0.785	0.392	0.0216	0.0281	0.0729	1.000
871	KRTAP10-12	keratin associated protein 10-12	720464	2	2	2	0	0	0	1	0	1	0	0.422	0.728	0.755	0.0230	0.0328	0.0731	1.000
872	ZFP57	zinc finger protein 57 homolog (mouse)	415719	2	2	2	0	0	1	0	1	0	0	0.164	0.604	0.214	0.0828	0.0848	0.0732	1.000
873	ZNF781	zinc finger protein 781	964837	3	3	3	3	0	0	0	1	2	0	0.400	0.974	0.0165	0.855	0.0347	0.0733	1.000
874	CCDC74A	coiled-coil domain containing 74A	898732	3	3	3	1	1	1	0	1	0	0	0.0798	0.735	0.268	0.202	0.174	0.0733	1.000
875	GCC2	GRIP and coiled-coil domain containing 2	4541607	11	11	11	1	1	5	1	1	2	1	0.0856	0.487	0.102	0.325	0.162	0.0734	1.000
876	NOTCH4	Notch homolog 4 (Drosophila)	1953431	13	10	13	3	0	2	6	3	2	0	0.0165	0.556	0.680	0.665	0.842	0.0734	1.000
877	SAMSN1	SAM domain, SH3 domain and nuclear localization signals 1	1124990	4	4	4	0	0	2	1	1	0	0	0.0718	0.453	0.165	0.573	0.194	0.0734	1.000
878	F11R	F11 receptor	918248	4	4	4	0	0	1	0	1	2	0	0.0258	0.437	0.355	0.680	0.541	0.0734	1.000
879	PLEKHH1	pleckstrin homology domain containing, family H (with MyTH4 domain) member 1	3887620	10	10	10	2	0	2	0	2	6	0	0.182	0.775	0.0456	0.611	0.0766	0.0735	1.000
880	SLC16A2	solute carrier family 16, member 2 (monocarboxylic acid transporter 8)	1477012	5	5	5	1	2	0	1	0	2	0	0.156	0.583	0.296	0.0226	0.0894	0.0736	1.000
881	COL14A1	collagen, type XIV, alpha 1	5438226	23	17	22	2	4	9	5	1	4	0	0.119	0.0666	0.0571	0.523	0.117	0.0737	1.000
882	RBM24	RNA binding motif protein 24	524216	4	4	4	0	2	1	1	0	0	0	0.0140	0.251	0.761	0.368	1.000	0.0737	1.000
883	CHRFAM7A	CHRNA7 (cholinergic receptor, nicotinic, alpha 7, exons 5-10) and FAM7A (family with sequence similarity 7A, exons A-E) fusion	590933	3	3	3	0	0	0	1	2	0	0	0.0276	0.568	0.480	0.334	0.508	0.0738	1.000
884	EML5	echinoderm microtubule associated protein like 5	5769839	14	14	14	1	1	4	3	2	4	0	0.0473	0.311	0.903	0.0555	0.296	0.0739	1.000
885	HIST2H3D	histone cluster 2, H3d	372352	4	4	4	1	3	1	0	0	0	0	0.0141	0.512	0.826	0.571	1.000	0.0740	1.000
886	BACH1	BTB and CNC homology 1, basic leucine zipper transcription factor 1	2150359	3	3	3	0	0	0	2	0	1	0	0.598	0.482	0.00739	0.639	0.0236	0.0741	1.000
887	OTX2	orthodenticle homeobox 2	864070	5	4	5	1	0	3	0	0	2	0	0.0653	0.638	0.399	0.0566	0.216	0.0741	1.000
888	TIFA	TRAF-interacting protein with forkhead-associated domain	539296	5	4	5	1	1	3	0	1	0	0	0.0195	0.649	0.481	0.726	0.723	0.0741	1.000
889	FAT3	FAT tumor suppressor homolog 3 (Drosophila)	12896881	38	35	38	6	2	9	12	9	5	1	0.545	0.151	0.164	0.0198	0.0259	0.0743	1.000
890	ARHGEF1	Rho guanine nucleotide exchange factor (GEF) 1	2383369	10	10	10	1	0	4	3	0	3	0	0.0379	0.150	0.267	0.431	0.373	0.0744	1.000
891	HAUS8	HAUS augmin-like complex, subunit 8	1239468	5	5	5	0	0	1	1	0	3	0	0.0475	0.473	0.185	0.677	0.298	0.0744	1.000
892	OTOR	otoraplin	393073	2	2	2	1	1	0	0	0	1	0	0.0722	0.949	0.466	0.185	0.196	0.0745	1.000
893	RBMS3	RNA binding motif, single stranded interacting protein	1344910	6	6	6	1	0	2	2	1	1	0	0.0361	0.568	0.250	0.562	0.394	0.0747	1.000
894	GRIN3B	glutamate receptor, ionotropic, N-methyl-D-aspartate 3B	832858	3	3	3	1	2	0	1	0	0	0	0.188	0.629	0.316	0.0108	0.0759	0.0748	1.000
895	IL33	interleukin 33	819497	3	3	3	0	0	1	1	1	0	0	0.0456	0.537	0.429	0.103	0.312	0.0748	1.000
896	ARPC5L	actin related protein 2/3 complex, subunit 5-like	325463	3	3	2	0	0	0	1	0	2	0	0.0143	0.771	0.578	0.945	1.000	0.0752	1.000
897	NHLRC1	NHL repeat containing 1	788736	3	3	3	0	0	0	1	2	0	0	0.0697	0.451	0.747	0.0572	0.206	0.0752	1.000
898	CPNE8	copine VIII	1709756	7	6	7	0	0	3	0	0	4	0	0.0329	0.257	0.246	0.897	0.436	0.0753	1.000
899	CACNB3	calcium channel, voltage-dependent, beta 3 subunit	1369204	4	4	4	1	0	0	2	2	0	0	0.191	0.680	0.0487	0.951	0.0752	0.0754	1.000
900	LZTS2	leucine zipper, putative tumor suppressor 2	880029	6	5	6	0	0	1	1	2	2	0	0.0181	0.306	0.460	0.480	0.798	0.0755	1.000
901	TSR1	TSR1, 20S rRNA accumulation, homolog (S. cerevisiae)	2387197	7	7	7	1	1	2	0	3	1	0	0.197	0.439	0.0462	0.525	0.0732	0.0756	1.000
902	WDR33	WD repeat domain 33	4290390	10	9	10	1	2	2	2	2	2	0	0.538	0.298	0.0140	0.660	0.0269	0.0756	1.000
903	MBP	myelin basic protein	993395	3	3	3	0	2	0	0	1	0	0	0.276	0.374	0.0450	0.241	0.0524	0.0757	1.000
904	SARM1	sterile alpha and TIR motif containing 1	1190367	4	4	4	1	1	1	1	0	0	1	0.230	0.666	0.628	0.00741	0.0629	0.0757	1.000
905	PRCC	papillary renal cell carcinoma (translocation-associated)	1253261	3	3	2	1	1	2	0	0	0	0	0.372	0.764	0.0210	0.670	0.0388	0.0757	1.000
906	ITGB3BP	integrin beta 3 binding protein (beta3-endonexin)	550459	3	3	3	1	0	2	0	1	0	0	0.0265	0.892	0.701	0.231	0.546	0.0758	1.000
907	IFNAR1	interferon (alpha, beta and omega) receptor 1	1619642	2	2	2	1	0	0	1	0	1	0	0.492	0.954	0.733	0.0166	0.0295	0.0758	1.000
908	FAM118B	family with sequence similarity 118, member B	1052892	2	2	2	1	0	1	0	1	0	0	0.488	0.873	0.0182	0.755	0.0297	0.0759	1.000
909	LSM11	LSM11, U7 small nuclear RNA associated	632037	4	4	4	0	2	1	0	1	0	0	0.0282	0.422	0.441	0.295	0.515	0.0759	1.000
910	KIAA1045	KIAA1045	1173110	3	3	3	1	1	0	1	1	0	0	0.177	0.766	0.275	0.0621	0.0822	0.0759	1.000
911	SOX6	SRY (sex determining region Y)-box 6	2549165	6	6	6	0	0	2	2	0	2	0	0.237	0.345	0.105	0.0646	0.0616	0.0764	1.000
912	NLGN2	neuroligin 2	1208219	7	7	7	0	2	3	1	1	0	0	0.0146	0.0862	0.985	0.425	1.000	0.0764	1.000
913	VCX	variable charge, X-linked	426847	4	4	4	0	0	3	0	0	1	0	0.0147	0.355	0.941	0.901	1.000	0.0766	1.000
914	FAM83E	family with sequence similarity 83, member E	390233	2	2	2	1	0	1	0	0	1	0	0.118	0.927	0.550	0.118	0.124	0.0766	1.000
915	TCHHL1	trichohyalin-like 1	2659052	6	6	6	1	0	3	2	1	0	0	0.240	0.681	0.0530	0.135	0.0613	0.0768	1.000
916	CRLS1	cardiolipin synthase 1	621666	3	3	3	1	0	1	0	1	1	0	0.0224	0.744	0.502	0.740	0.657	0.0768	1.000
917	SYT8	synaptotagmin VIII	689952	3	3	3	1	0	0	1	0	2	0	0.0467	0.915	0.169	0.886	0.315	0.0769	1.000
918	SLC25A18	solute carrier family 25 (mitochondrial carrier), member 18	920877	4	4	4	0	2	1	0	1	0	0	0.0466	0.232	0.318	0.273	0.316	0.0769	1.000
919	NUAK1	NUAK family, SNF1-like kinase, 1	1870922	7	7	7	1	2	2	1	2	0	0	0.0685	0.381	0.121	0.856	0.216	0.0771	1.000
920	CCDC144A	coiled-coil domain containing 144A	3396170	14	13	14	2	2	3	3	5	0	1	0.0376	0.384	0.270	0.586	0.394	0.0772	1.000
921	PCMTD2	protein-L-isoaspartate (D-aspartate) O-methyltransferase domain containing 2	1071605	4	4	4	1	0	1	0	1	2	0	0.107	0.771	0.105	0.799	0.139	0.0774	1.000
922	CPXM1	carboxypeptidase X (M14 family), member 1	1960742	8	8	8	2	3	2	1	1	1	0	0.0905	0.484	0.101	0.691	0.164	0.0774	1.000
923	TPR	translocated promoter region (to activated MET oncogene)	7121949	20	18	20	1	2	11	3	1	3	0	0.0987	0.142	0.115	0.218	0.151	0.0775	1.000
924	KISS1	KiSS-1 metastasis-suppressor	107950	2	2	2	0	0	0	0	2	0	0	0.0149	0.597	0.273	0.691	1.000	0.0776	1.000
925	GPR55	G protein-coupled receptor 55	903102	3	3	3	2	1	1	0	1	0	0	0.533	0.845	0.301	0.0130	0.0280	0.0776	1.000
926	WFDC5	WAP four-disulfide core domain 5	372182	3	3	3	0	0	0	2	1	0	0	0.0149	0.464	0.506	0.468	1.000	0.0777	1.000
927	MOCOS	molybdenum cofactor sulfurase	2448865	4	4	4	2	0	1	2	1	0	0	0.885	0.852	0.00528	0.450	0.0169	0.0777	1.000
928	PAX2	paired box 2	1275555	4	4	2	0	1	0	0	0	3	0	0.113	0.763	0.0788	0.831	0.132	0.0777	1.000
929	TNRC6B	trinucleotide repeat containing 6B	5255323	19	19	19	2	2	2	4	6	5	0	0.0272	0.143	0.406	0.760	0.552	0.0780	1.000
930	TTC4	tetratricopeptide repeat domain 4	1158726	4	4	4	0	0	2	1	1	0	0	0.0918	0.380	0.248	0.123	0.164	0.0781	1.000
931	CD28	CD28 molecule	658446	2	2	2	0	1	0	0	1	0	0	0.373	0.590	0.119	0.102	0.0403	0.0781	1.000
932	RPS6KA1	ribosomal protein S6 kinase, 90kDa, polypeptide 1	2167551	6	6	5	1	2	1	0	1	2	0	0.154	0.649	0.0813	0.238	0.0974	0.0782	1.000
933	KLF7	Kruppel-like factor 7 (ubiquitous)	903044	4	4	4	0	1	1	1	0	1	0	0.127	0.306	0.405	0.0118	0.118	0.0782	1.000
934	DIAPH2	diaphanous homolog 2 (Drosophila)	3337377	9	9	9	1	1	4	0	3	1	0	0.0888	0.448	0.911	0.0393	0.170	0.0783	1.000
935	KRTAP4-11	keratin associated protein 4-11	556043	3	3	3	0	1	0	1	1	0	0	0.0151	0.601	0.812	0.880	1.000	0.0783	1.000
936	CCAR1	cell division cycle and apoptosis regulator 1	3452499	12	11	12	0	3	0	4	1	4	0	0.0227	0.152	0.532	0.557	0.664	0.0783	1.000
937	ATG4D	ATG4 autophagy related 4 homolog D (S. cerevisiae)	1003846	5	5	5	0	1	1	1	2	0	0	0.0236	0.266	0.430	0.603	0.641	0.0785	1.000
938	TBC1D8B	TBC1 domain family, member 8B (with GRAM domain)	3411927	10	10	10	0	0	1	5	3	1	0	0.0197	0.124	0.890	0.274	0.768	0.0786	1.000
939	ARHGEF7	Rho guanine nucleotide exchange factor (GEF) 7	2433885	8	8	8	2	2	2	1	2	1	0	0.162	0.558	0.235	0.0426	0.0936	0.0787	1.000
940	CCDC63	coiled-coil domain containing 63	1685183	4	4	4	1	1	2	0	1	0	0	0.580	0.633	0.0117	0.844	0.0262	0.0788	1.000
941	APOBEC3A	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A	551804	2	2	2	0	1	0	0	0	1	0	0.0779	0.565	0.106	0.595	0.195	0.0788	1.000
942	SLC5A5	solute carrier family 5 (sodium iodide symporter), member 5	1557176	8	8	8	2	1	1	3	0	3	0	0.0883	0.521	0.0974	0.735	0.173	0.0790	1.000
943	TAOK1	TAO kinase 1	2904548	5	5	5	1	0	2	1	1	1	0	0.284	0.716	0.0229	0.205	0.0538	0.0791	1.000
944	LCA5L	Leber congenital amaurosis 5-like	1967107	7	7	7	2	0	4	0	1	2	0	0.431	0.878	0.0351	0.0967	0.0355	0.0792	1.000
945	MATN4	matrilin 4	1133340	3	3	3	0	2	0	0	0	1	0	0.227	0.357	0.171	0.00733	0.0674	0.0792	1.000
946	ETV1	ets variant gene 1	1506776	4	4	4	1	2	1	1	0	0	0	0.179	0.784	0.210	0.0326	0.0856	0.0794	1.000
947	UFSP1	UFM1-specific peptidase 1 (non-functional)	279892	2	2	2	0	0	1	0	1	0	0	0.0510	0.629	0.208	0.220	0.302	0.0796	1.000
948	MMP10	matrix metallopeptidase 10 (stromelysin 2)	1435897	3	3	3	0	0	1	1	0	1	0	0.404	0.682	0.390	0.0262	0.0381	0.0796	1.000
949	TMPRSS6	transmembrane protease, serine 6	1866316	4	4	4	1	2	1	1	0	0	0	0.372	0.466	0.0456	0.0760	0.0415	0.0797	1.000
950	DDX51	DEAD (Asp-Glu-Ala-Asp) box polypeptide 51	1050740	3	3	3	1	2	0	0	0	1	0	0.138	0.663	0.0824	0.196	0.112	0.0797	1.000
951	JAK1	Janus kinase 1 (a protein tyrosine kinase)	3466487	11	11	11	0	0	1	4	2	4	0	0.0686	0.108	0.761	0.0617	0.226	0.0802	1.000
